,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
2574,EPX,Travel Agency,Online,Cancellation Plan,36,INDONESIA,10.0,0.0,36,No
2575,SSI,Airlines,Online,Ticket Protector,6,SINGAPORE,1.61,0.45,48,No
2576,EPX,Travel Agency,Online,Cancellation Plan,69,GERMANY,97.0,0.0,36,No
2577,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,ICELAND,-49.5,29.7,27,No
2578,EPX,Travel Agency,Online,Cancellation Plan,6,CHINA,37.0,0.0,36,No
2579,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,62.25,15.56,25,No
2580,EPX,Travel Agency,Online,Cancellation Plan,12,CHINA,44.0,0.0,36,No
2581,C2B,Airlines,Online,Bronze Plan,65,SINGAPORE,16.0,4.0,35,No
2582,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,47,MALAYSIA,19.8,11.88,31,No
2583,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,17.0,4.25,26,No
2584,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,ICELAND,0.0,17.82,24,No
2585,EPX,Travel Agency,Online,Cancellation Plan,183,UNITED STATES,69.0,0.0,43,No
2586,JZI,Airlines,Online,Basic Plan,19,VIET NAM,22.0,7.7,40,No
2587,EPX,Travel Agency,Online,2 way Comprehensive Plan,161,AUSTRALIA,40.0,0.0,36,No
2588,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,39.6,23.76,46,No
2589,EPX,Travel Agency,Online,Cancellation Plan,60,PERU,10.0,0.0,36,No
2590,JZI,Airlines,Online,Basic Plan,4,MALAYSIA,18.0,6.3,47,No
2591,JZI,Airlines,Online,Basic Plan,32,CHINA,35.0,12.25,29,No
2592,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,13.0,0.0,31,No
2593,C2B,Airlines,Online,Silver Plan,83,SINGAPORE,29.5,7.38,20,No
2594,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,44.0,0.0,36,No
2595,EPX,Travel Agency,Online,Cancellation Plan,47,UNITED STATES,69.0,0.0,21,No
2596,TST,Travel Agency,Offline,Travel Cruise Protect,5,MALAYSIA,30.0,10.5,65,No
2597,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,ITALY,118.8,71.28,54,No
2598,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,HONG KONG,20.0,0.0,36,No
2599,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,16.0,4.0,23,No
2600,EPX,Travel Agency,Online,2 way Comprehensive Plan,120,JAPAN,91.0,0.0,36,No
2601,EPX,Travel Agency,Online,1 way Comprehensive Plan,23,SINGAPORE,87.0,0.0,30,No
2602,C2B,Airlines,Online,Silver Plan,52,SINGAPORE,63.5,15.88,35,Yes
2603,EPX,Travel Agency,Online,Cancellation Plan,93,INDIA,22.0,0.0,35,No
2604,EPX,Travel Agency,Online,1 way Comprehensive Plan,81,"KOREA, REPUBLIC OF",20.0,0.0,27,No
2605,JZI,Airlines,Online,Basic Plan,20,THAILAND,22.0,7.7,59,No
2606,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,SINGAPORE,26.0,0.0,36,No
2607,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,43.0,0.0,36,No
2608,JZI,Airlines,Online,Basic Plan,5,INDONESIA,18.0,6.3,28,No
2609,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,36,No
2610,EPX,Travel Agency,Online,Cancellation Plan,16,CAMBODIA,19.0,0.0,35,No
2611,EPX,Travel Agency,Online,Cancellation Plan,7,THAILAND,13.0,0.0,39,No
2612,JZI,Airlines,Online,Basic Plan,9,THAILAND,22.0,7.7,54,No
2613,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,MALAYSIA,20.0,0.0,36,No
2614,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,22.0,0.0,36,No
2615,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,NORWAY,9.9,5.94,31,No
2616,JZI,Airlines,Online,Basic Plan,78,CHINA,26.0,9.1,42,No
2617,EPX,Travel Agency,Online,Cancellation Plan,44,VIET NAM,10.0,0.0,36,No
2618,JZI,Airlines,Online,Value Plan,4,AUSTRALIA,45.0,15.75,40,No
2619,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,THAILAND,20.0,0.0,57,No
2620,RAB,Airlines,Online,Value Plan,17,BRUNEI DARUSSALAM,23.0,9.2,53,No
2621,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,27.0,6.75,75,No
2622,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,SINGAPORE,20.0,0.0,65,No
2623,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,INDONESIA,20.0,0.0,54,No
2624,EPX,Travel Agency,Online,Cancellation Plan,108,INDONESIA,13.0,0.0,36,No
2625,JZI,Airlines,Online,Basic Plan,5,VIET NAM,22.0,7.7,63,No
2626,JZI,Airlines,Online,Basic Plan,17,MALAYSIA,18.0,6.3,45,No
2627,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,CHINA,26.0,0.0,36,No
2628,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,INDONESIA,39.0,0.0,44,No
2629,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,NEPAL,54.0,0.0,36,No
2630,EPX,Travel Agency,Online,Cancellation Plan,304,SINGAPORE,10.0,0.0,28,No
2631,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,INDONESIA,27.0,0.0,36,No
2632,EPX,Travel Agency,Online,Cancellation Plan,65,INDIA,21.0,0.0,35,No
2633,EPX,Travel Agency,Online,Cancellation Plan,20,THAILAND,16.0,0.0,36,No
2634,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,THAILAND,0.0,29.7,31,No
2635,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,29.9,7.47,26,Yes
2636,EPX,Travel Agency,Online,Cancellation Plan,315,MALAYSIA,12.0,0.0,36,No
2637,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,49,ITALY,19.8,11.88,25,No
2638,EPX,Travel Agency,Online,Cancellation Plan,71,CAMBODIA,-15.0,0.0,36,No
2639,KML,Travel Agency,Online,Premier Plan,6,INDONESIA,38.0,14.44,48,No
2640,SSI,Airlines,Online,Ticket Protector,95,SINGAPORE,8.63,2.42,48,No
2641,C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,93.6,23.4,41,No
2642,JZI,Airlines,Online,Basic Plan,131,MALAYSIA,33.0,11.55,36,No
2643,EPX,Travel Agency,Online,Cancellation Plan,267,THAILAND,10.0,0.0,36,No
2644,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,FINLAND,0.0,65.34,31,No
2645,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,CHINA,24.0,0.0,36,No
2646,SSI,Airlines,Online,Ticket Protector,45,SINGAPORE,0.77,0.22,48,No
2647,EPX,Travel Agency,Online,Cancellation Plan,1,THAILAND,11.0,0.0,36,No
2648,EPX,Travel Agency,Online,Cancellation Plan,38,SINGAPORE,18.0,0.0,36,No
2649,EPX,Travel Agency,Online,Cancellation Plan,41,VIET NAM,12.0,0.0,36,No
2650,EPX,Travel Agency,Online,2 way Comprehensive Plan,44,SWITZERLAND,95.0,0.0,36,No
2651,JZI,Airlines,Online,Value Plan,103,HONG KONG,45.0,15.75,46,No
2652,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,MALAYSIA,0.0,11.88,26,No
2653,JZI,Airlines,Online,Basic Plan,18,INDONESIA,22.0,7.7,81,No
2654,C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,17.55,4.39,36,No
2655,EPX,Travel Agency,Online,Cancellation Plan,117,UNITED STATES,80.0,0.0,57,No
2656,EPX,Travel Agency,Online,Cancellation Plan,66,CHINA,26.0,0.0,36,No
2657,EPX,Travel Agency,Online,Cancellation Plan,5,THAILAND,49.0,0.0,36,No
2658,JZI,Airlines,Online,Basic Plan,56,CHINA,35.0,12.25,29,No
2659,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,19.8,11.88,44,No
2660,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,SINGAPORE,40.0,0.0,36,No
2661,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,CANADA,102.0,0.0,41,No
2662,CBH,Travel Agency,Offline,Comprehensive Plan,167,MALAYSIA,29.0,9.57,80,No
2663,EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,25.0,0.0,36,No
2664,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,HONG KONG,20.0,0.0,36,No
2665,EPX,Travel Agency,Online,Cancellation Plan,53,CHINA,37.0,0.0,36,No
2666,C2B,Airlines,Online,Silver Plan,32,SINGAPORE,55.5,13.88,44,No
2667,JZI,Airlines,Online,Basic Plan,21,MALAYSIA,22.0,7.7,28,No
2668,EPX,Travel Agency,Online,Cancellation Plan,59,PHILIPPINES,16.0,0.0,36,No
2670,EPX,Travel Agency,Online,2 way Comprehensive Plan,61,UNITED STATES,90.0,0.0,27,No
2671,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,39.6,23.76,61,No
2672,SSI,Airlines,Online,Ticket Protector,5,SINGAPORE,3.99,1.12,48,No
2673,C2B,Airlines,Online,Silver Plan,20,SINGAPORE,50.0,12.5,48,No
2674,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,20,"KOREA, REPUBLIC OF",37.5,24.38,25,No
2675,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,29.7,17.82,53,No
2676,EPX,Travel Agency,Online,Cancellation Plan,9,CHINA,45.0,0.0,36,No
2677,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,"TAIWAN, PROVINCE OF CHINA",21.0,0.0,29,No
2678,JZI,Airlines,Online,Basic Plan,24,VIET NAM,22.0,7.7,23,No
2679,EPX,Travel Agency,Online,Cancellation Plan,92,THAILAND,10.0,0.0,21,No
2681,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,51.0,0.0,36,No
2682,SSI,Airlines,Online,Ticket Protector,55,SINGAPORE,1.48,0.41,48,No
2683,EPX,Travel Agency,Online,Cancellation Plan,56,BANGLADESH,80.0,0.0,36,No
2684,EPX,Travel Agency,Online,Cancellation Plan,113,CHINA,-15.0,0.0,36,No
2685,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,UNITED KINGDOM,178.2,106.92,37,No
2686,C2B,Airlines,Online,Silver Plan,22,SINGAPORE,56.5,14.13,39,No
2687,EPX,Travel Agency,Online,Cancellation Plan,13,SINGAPORE,10.0,0.0,36,No
2688,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,54.6,13.65,39,No
2689,JZI,Airlines,Online,Basic Plan,101,AUSTRALIA,26.0,9.1,32,No
2690,EPX,Travel Agency,Online,Cancellation Plan,24,THAILAND,10.0,0.0,23,No
2691,EPX,Travel Agency,Online,1 way Comprehensive Plan,81,UNITED STATES,20.0,0.0,25,No
2692,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,14.95,3.74,22,No
2693,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,THAILAND,24.0,0.0,36,No
2694,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,CHINA,39.0,0.0,36,No
2695,JZI,Airlines,Online,Basic Plan,8,MYANMAR,22.0,7.7,57,No
2696,JZI,Airlines,Online,Basic Plan,8,THAILAND,22.0,7.7,42,No
2697,EPX,Travel Agency,Online,Cancellation Plan,8,UNITED STATES,59.0,0.0,39,No
2698,EPX,Travel Agency,Online,Cancellation Plan,18,HONG KONG,20.0,0.0,36,No
2699,EPX,Travel Agency,Online,2 way Comprehensive Plan,57,ITALY,80.0,0.0,36,No
2700,TST,Travel Agency,Offline,Travel Cruise Protect,38,MALAYSIA,30.0,10.5,55,No
2701,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,62,SWEDEN,198.0,118.8,31,No
2702,JZI,Airlines,Online,Basic Plan,19,PHILIPPINES,22.0,7.7,58,No
2703,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,UNITED KINGDOM,138.6,83.16,38,No
2704,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,"KOREA, REPUBLIC OF",48.0,0.0,36,No
2705,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,CHINA,20.0,0.0,36,No
2706,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,48.5,12.13,36,No
2707,EPX,Travel Agency,Online,Cancellation Plan,8,SPAIN,10.0,0.0,36,No
2708,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,AUSTRALIA,89.1,53.46,30,No
2709,EPX,Travel Agency,Online,1 way Comprehensive Plan,8,CZECH REPUBLIC,20.0,0.0,35,No
2710,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,NEW ZEALAND,29.7,17.82,62,No
2711,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,159,"KOREA, REPUBLIC OF",33.0,21.45,44,No
2712,EPX,Travel Agency,Online,Cancellation Plan,96,SINGAPORE,26.0,0.0,36,No
2713,EPX,Travel Agency,Online,Cancellation Plan,148,THAILAND,30.0,0.0,37,No
2714,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36,No
2715,C2B,Airlines,Online,Gold Plan,11,SINGAPORE,63.7,15.93,45,No
2716,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,77,UNITED STATES,49.5,29.7,31,No
2717,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,35,No
2718,JZI,Airlines,Online,Basic Plan,27,CHINA,35.0,12.25,58,No
2719,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,INDONESIA,20.0,0.0,45,No
2720,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,HONG KONG,32.0,0.0,47,No
2721,JZI,Airlines,Online,Basic Plan,7,CHINA,26.0,9.1,59,No
2722,EPX,Travel Agency,Online,Cancellation Plan,6,THAILAND,32.0,0.0,23,No
2723,EPX,Travel Agency,Online,Cancellation Plan,14,HONG KONG,15.0,0.0,25,No
2724,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,389.0,97.25,37,No
2725,SSI,Airlines,Online,Ticket Protector,73,SINGAPORE,9.33,2.62,48,No
2726,EPX,Travel Agency,Online,Cancellation Plan,49,SWEDEN,40.0,0.0,36,No
2727,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,THAILAND,29.7,17.82,34,No
2728,C2B,Airlines,Online,Silver Plan,19,SINGAPORE,0.0,18.0,44,No
2729,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,MALAYSIA,0.0,23.76,52,No
2730,EPX,Travel Agency,Online,Cancellation Plan,57,PHILIPPINES,14.0,0.0,36,No
2731,EPX,Travel Agency,Online,Cancellation Plan,123,CHINA,29.0,0.0,27,No
2732,JZI,Airlines,Online,Basic Plan,62,INDIA,26.0,9.1,43,No
2733,EPX,Travel Agency,Online,Cancellation Plan,7,INDIA,10.0,0.0,36,No
2734,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,SOUTH AFRICA,39.6,23.76,31,No
2735,JZI,Airlines,Online,Basic Plan,4,INDONESIA,18.0,6.3,64,No
2736,JZI,Airlines,Online,Basic Plan,72,CHINA,26.0,9.1,48,No
2737,JZI,Airlines,Online,Basic Plan,11,VIET NAM,22.0,7.7,41,No
2738,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,40.0,10.0,43,No
2739,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,GERMANY,35.0,0.0,36,No
2740,EPX,Travel Agency,Online,Cancellation Plan,35,CANADA,80.0,0.0,29,No
2741,EPX,Travel Agency,Online,Cancellation Plan,20,MALAYSIA,10.0,0.0,65,No
2742,EPX,Travel Agency,Online,Cancellation Plan,23,INDIA,23.0,0.0,36,No
2743,EPX,Travel Agency,Online,2 way Comprehensive Plan,89,CHINA,93.0,0.0,56,No
2744,EPX,Travel Agency,Online,Cancellation Plan,29,NETHERLANDS,77.0,0.0,36,No
2745,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,FINLAND,9.9,5.94,35,No
2746,EPX,Travel Agency,Online,Cancellation Plan,21,THAILAND,75.0,0.0,36,No
2747,EPX,Travel Agency,Online,Cancellation Plan,25,MALDIVES,23.0,0.0,36,No
2748,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,UNITED KINGDOM,99.0,59.4,56,Yes
2749,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,112,ITALY,39.6,23.76,31,No
2750,EPX,Travel Agency,Online,Cancellation Plan,39,UNITED STATES,30.0,0.0,59,No
2751,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,UNITED STATES,98.0,0.0,29,No
2752,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,27.0,0.0,36,No
2753,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,THAILAND,35.0,0.0,36,Yes
2754,EPX,Travel Agency,Online,Cancellation Plan,16,CHINA,31.0,0.0,36,No
2755,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,SPAIN,0.0,83.16,34,No
2756,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDONESIA,20.0,0.0,57,No
2757,EPX,Travel Agency,Online,2 way Comprehensive Plan,111,NEW ZEALAND,91.0,0.0,36,No
2758,C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,666.0,166.5,31,No
2760,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,259.2,64.8,29,No
2761,JZI,Airlines,Online,Basic Plan,195,HONG KONG,26.0,9.1,62,No
2762,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,THAILAND,20.0,0.0,52,No
2763,EPX,Travel Agency,Online,Cancellation Plan,138,NEPAL,48.0,0.0,36,No
2764,EPX,Travel Agency,Online,Cancellation Plan,83,PHILIPPINES,23.0,0.0,36,No
2765,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,10.0,0.0,45,No
2766,EPX,Travel Agency,Online,Cancellation Plan,36,CAMBODIA,12.0,0.0,36,No
2767,EPX,Travel Agency,Online,Cancellation Plan,3,INDIA,10.0,0.0,36,No
2768,EPX,Travel Agency,Online,Cancellation Plan,21,SINGAPORE,37.0,0.0,36,No
2769,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,JAPAN,111.0,0.0,36,No
2770,EPX,Travel Agency,Online,1 way Comprehensive Plan,75,VIET NAM,20.0,0.0,36,No
2771,JZI,Airlines,Online,Basic Plan,31,CHINA,44.0,15.4,75,No
2772,EPX,Travel Agency,Online,Cancellation Plan,6,CHINA,33.0,0.0,36,No
2773,EPX,Travel Agency,Online,Cancellation Plan,14,UNITED STATES,29.0,0.0,58,No
2774,EPX,Travel Agency,Online,Cancellation Plan,2,INDONESIA,26.0,0.0,36,No
2775,EPX,Travel Agency,Online,1 way Comprehensive Plan,11,SINGAPORE,31.0,0.0,25,No
2776,EPX,Travel Agency,Online,Cancellation Plan,13,"TAIWAN, PROVINCE OF CHINA",42.0,0.0,36,No
2777,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,INDIA,35.0,0.0,36,No
2778,EPX,Travel Agency,Online,Cancellation Plan,82,"TAIWAN, PROVINCE OF CHINA",13.0,0.0,25,No
2779,TST,Travel Agency,Offline,Travel Cruise Protect,8,THAILAND,30.0,10.5,17,No
2780,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,30.55,7.64,49,No
2781,EPX,Travel Agency,Online,1 way Comprehensive Plan,25,SINGAPORE,42.0,0.0,36,No
2782,EPX,Travel Agency,Online,Cancellation Plan,19,THAILAND,10.0,0.0,36,No
2783,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,74.25,18.56,27,Yes
2784,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,10.0,0.0,36,No
2785,EPX,Travel Agency,Online,Cancellation Plan,16,SINGAPORE,17.0,0.0,36,No
2786,JZI,Airlines,Online,Basic Plan,24,THAILAND,30.0,10.5,50,No
2787,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,30.0,0.0,36,No
2788,TST,Travel Agency,Offline,Travel Cruise Protect,23,THAILAND,30.0,10.5,61,No
2789,EPX,Travel Agency,Online,Cancellation Plan,11,HONG KONG,20.0,0.0,36,No
2790,EPX,Travel Agency,Online,2 way Comprehensive Plan,58,SINGAPORE,24.0,0.0,36,No
2791,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,39,Yes
2792,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,ITALY,-49.5,29.7,26,No
2793,JZI,Airlines,Online,Basic Plan,17,THAILAND,22.0,7.7,37,No
2794,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,20.0,0.0,36,No
2795,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,SINGAPORE,20.0,0.0,28,No
2796,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,INDONESIA,20.0,0.0,51,No
2797,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,SINGAPORE,20.0,0.0,36,No
2798,JZI,Airlines,Online,Basic Plan,9,HONG KONG,35.0,12.25,68,No
2799,EPX,Travel Agency,Online,Cancellation Plan,11,INDONESIA,19.0,0.0,36,No
2800,EPX,Travel Agency,Online,Cancellation Plan,11,NETHERLANDS,26.0,0.0,36,No
2801,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,AUSTRALIA,49.5,29.7,49,No
2802,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,THAILAND,20.0,0.0,54,No
2803,EPX,Travel Agency,Online,Cancellation Plan,59,THAILAND,21.0,0.0,36,No
2804,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,CHINA,26.0,0.0,36,No
2805,EPX,Travel Agency,Online,Cancellation Plan,278,CANADA,71.0,0.0,31,No
2806,JZI,Airlines,Online,Basic Plan,10,BANGLADESH,26.0,9.1,69,No
2807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,UNITED STATES,19.8,11.88,49,No
2808,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,5,THAILAND,25.0,16.25,82,No
2809,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,THAILAND,28.0,0.0,44,No
2810,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,AUSTRALIA,0.0,47.52,31,No
2811,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,13.5,3.38,27,No
2812,EPX,Travel Agency,Online,Cancellation Plan,66,UNITED STATES,80.0,0.0,43,No
2813,C2B,Airlines,Online,Silver Plan,34,SINGAPORE,112.5,28.13,28,Yes
2814,EPX,Travel Agency,Online,1 way Comprehensive Plan,22,INDONESIA,20.0,0.0,36,No
2815,EPX,Travel Agency,Online,1 way Comprehensive Plan,6,MALAYSIA,25.0,0.0,36,No
2816,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,OMAN,59.4,35.64,31,No
2817,EPX,Travel Agency,Online,1 way Comprehensive Plan,22,SINGAPORE,20.0,0.0,36,No
2818,EPX,Travel Agency,Online,2 way Comprehensive Plan,104,UKRAINE,74.0,0.0,36,No
2819,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,61,MALAYSIA,0.0,23.76,65,No
2820,EPX,Travel Agency,Online,2 way Comprehensive Plan,44,HONG KONG,23.0,0.0,36,No
2821,C2B,Airlines,Online,Silver Plan,18,SINGAPORE,39.0,9.75,31,No
2822,JZI,Airlines,Online,Basic Plan,51,THAILAND,30.0,10.5,48,No
2823,JZI,Airlines,Online,Basic Plan,10,HONG KONG,26.0,9.1,18,No
2824,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED STATES,21.0,0.0,33,No
2825,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,21.0,0.0,36,No
2826,EPX,Travel Agency,Online,2 way Comprehensive Plan,59,AUSTRALIA,43.0,0.0,36,No
2827,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,AUSTRALIA,0.0,17.82,32,No
2828,EPX,Travel Agency,Online,2 way Comprehensive Plan,76,"KOREA, REPUBLIC OF",28.0,0.0,21,No
2829,RAB,Airlines,Online,Value Plan,24,BRUNEI DARUSSALAM,15.0,6.0,74,No
2830,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,OMAN,68.0,0.0,36,No
2831,C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,16.0,4.0,29,No
2832,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20.0,0.0,68,No
2833,C2B,Airlines,Online,Gold Plan,111,SINGAPORE,59.5,14.88,37,No
2834,JZI,Airlines,Online,Basic Plan,34,MALAYSIA,22.0,7.7,42,No
2835,EPX,Travel Agency,Online,2 way Comprehensive Plan,232,FRANCE,112.0,0.0,36,No
2836,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,7,SRI LANKA,26.0,16.9,28,No
2837,JZI,Airlines,Online,Basic Plan,3,CHINA,22.0,7.7,37,No
2838,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,20.0,0.0,36,No
2839,JZI,Airlines,Online,Value Plan,252,AUSTRALIA,83.0,29.05,62,No
2840,EPX,Travel Agency,Online,Cancellation Plan,22,THAILAND,27.0,0.0,60,No
2842,EPX,Travel Agency,Online,Cancellation Plan,93,NEW ZEALAND,63.0,0.0,36,No
2843,EPX,Travel Agency,Online,Cancellation Plan,19,UNITED STATES,0.0,0.0,24,No
2844,ART,Airlines,Online,24 Protect,45,MALAYSIA,4.84,1.69,48,No
2845,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,JAPAN,44.0,0.0,36,No
2846,EPX,Travel Agency,Online,Cancellation Plan,16,SINGAPORE,11.0,0.0,35,No
2847,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,MALAYSIA,19.8,11.88,29,No
2848,SSI,Airlines,Online,Ticket Protector,7,SINGAPORE,0.93,0.26,48,No
2849,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,0.0,0.0,39,No
2850,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,37,AUSTRALIA,49.5,29.7,46,No
2851,EPX,Travel Agency,Online,Cancellation Plan,3,SRI LANKA,33.0,0.0,36,No
2852,EPX,Travel Agency,Online,Cancellation Plan,61,THAILAND,12.0,0.0,36,No
2853,EPX,Travel Agency,Online,Cancellation Plan,35,MYANMAR,22.0,0.0,36,No
2854,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,27.0,0.0,36,No
2855,EPX,Travel Agency,Online,Cancellation Plan,37,INDIA,13.0,0.0,36,No
2856,ART,Airlines,Online,Value Plan,9,CHINA,40.0,14.0,33,No
2857,EPX,Travel Agency,Online,Cancellation Plan,93,CANADA,16.0,0.0,23,No
2858,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,62.0,15.5,30,No
2859,EPX,Travel Agency,Online,Cancellation Plan,41,PHILIPPINES,12.0,0.0,36,No
2860,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,"KOREA, REPUBLIC OF",112.0,0.0,36,No
2861,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,SINGAPORE,20.0,0.0,56,No
2862,JZI,Airlines,Online,Basic Plan,97,PHILIPPINES,42.0,14.7,52,No
2863,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,GERMANY,59.4,35.64,31,No
2864,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,MALAYSIA,26.0,0.0,36,No
